4.366094290851205845e-02,-1.069384679613291003e-17,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.152402426073106834e-02,1.349197334916458178e-02,1.000000000000000000e+00
3.532244480342058846e-02,2.566325834280704446e-02,1.000000000000000000e+00
2.566325834280700630e-02,3.532244480342061621e-02,1.000000000000000000e+00
1.349197334916454535e-02,4.152402426073107528e-02,1.000000000000000000e+00
-2.641056875729149347e-17,4.366094290851205845e-02,1.000000000000000000e+00
-1.349197334916459740e-02,4.152402426073106140e-02,1.000000000000000000e+00
-2.566325834280703752e-02,3.532244480342059539e-02,1.000000000000000000e+00
-3.532244480342060927e-02,2.566325834280701323e-02,1.000000000000000000e+00
-4.152402426073106834e-02,1.349197334916457484e-02,1.000000000000000000e+00
-4.366094290851205845e-02,5.346923398066455013e-18,1.000000000000000000e+00
-4.152402426073107528e-02,-1.349197334916454882e-02,1.000000000000000000e+00
-3.532244480342062315e-02,-2.566325834280698895e-02,1.000000000000000000e+00
-2.566325834280709303e-02,-3.532244480342054682e-02,1.000000000000000000e+00
-1.349197334916468934e-02,-4.152402426073103364e-02,1.000000000000000000e+00
-1.631352141974982087e-16,-4.366094290851205845e-02,1.000000000000000000e+00
1.349197334916437882e-02,-4.152402426073113773e-02,1.000000000000000000e+00
2.566325834280686058e-02,-3.532244480342072029e-02,1.000000000000000000e+00
3.532244480342047743e-02,-2.566325834280719018e-02,1.000000000000000000e+00
4.152402426073104058e-02,-1.349197334916465464e-02,1.000000000000000000e+00
4.312340425012731876e-02,6.830076247045151726e-03,1.000000000000000000e+00
3.890218498370009298e-02,1.982165329013522992e-02,1.000000000000000000e+00
3.087294880360756666e-02,3.087294880360759095e-02,1.000000000000000000e+00
1.982165329013518829e-02,3.890218498370010686e-02,1.000000000000000000e+00
6.830076247045118766e-03,4.312340425012732570e-02,1.000000000000000000e+00
-6.830076247045172542e-03,4.312340425012731876e-02,1.000000000000000000e+00
-1.982165329013522645e-02,3.890218498370009298e-02,1.000000000000000000e+00
-3.087294880360759095e-02,3.087294880360756666e-02,1.000000000000000000e+00
-3.890218498370009298e-02,1.982165329013521257e-02,1.000000000000000000e+00
-4.312340425012731876e-02,6.830076247045149991e-03,1.000000000000000000e+00
-4.312340425012732570e-02,-6.830076247045140450e-03,1.000000000000000000e+00
-3.890218498370012074e-02,-1.982165329013517094e-02,1.000000000000000000e+00
-3.087294880360762911e-02,-3.087294880360753196e-02,1.000000000000000000e+00
-1.982165329013532012e-02,-3.890218498370004441e-02,1.000000000000000000e+00
-6.830076247045306984e-03,-4.312340425012729100e-02,1.000000000000000000e+00
6.830076247044945294e-03,-4.312340425012735345e-02,1.000000000000000000e+00
1.982165329013503216e-02,-3.890218498370018319e-02,1.000000000000000000e+00
3.087294880360743829e-02,-3.087294880360772278e-02,1.000000000000000000e+00
3.890218498370004441e-02,-1.982165329013532359e-02,1.000000000000000000e+00
4.312340425012731182e-02,-6.830076247045194227e-03,1.000000000000000000e+00
6.237277558358857686e-04,-1.527692399447556615e-19,1.428571428571426792e-02
1.247455511671771537e-03,-3.055384798895113230e-19,2.857142857142853584e-02
1.871183267507657089e-03,-4.583077198342669122e-19,4.285714285714279509e-02
2.494911023343542641e-03,-6.110769597790225496e-19,5.714285714285706475e-02
3.118638779179428409e-03,-7.638461997237781870e-19,7.142857142857132746e-02
3.742366535015313744e-03,-9.166154396685336319e-19,8.571428571428557630e-02
4.366094290851199079e-03,-1.069384679613289269e-18,9.999999999999985290e-02
4.989822046687085282e-03,-1.222153919558044907e-18,1.142857142857141156e-01
5.613549802522971484e-03,-1.374923159502800737e-18,1.285714285714283922e-01
6.237277558358856819e-03,-1.527692399447556374e-18,1.428571428571426549e-01
6.861005314194743888e-03,-1.680461639392312397e-18,1.571428571428569454e-01
7.484733070030630958e-03,-1.833230879337068419e-18,1.714285714285712359e-01
8.108460825866517160e-03,-1.986000119281824057e-18,1.857142857142855263e-01
8.732188581702405097e-03,-2.138769359226580079e-18,1.999999999999998446e-01
9.355916337538291300e-03,-2.291538599171336102e-18,2.142857142857141350e-01
9.979644093374177502e-03,-2.444307839116091739e-18,2.285714285714283978e-01
1.060337184921006023e-02,-2.597077079060846606e-18,2.428571428571426050e-01
1.122709960504594470e-02,-2.749846319005602244e-18,2.571428571428568399e-01
1.185082736088182917e-02,-2.902615558950357496e-18,2.714285714285710749e-01
1.247455511671771364e-02,-3.055384798895112748e-18,2.857142857142853098e-01
1.309828287255359811e-02,-3.208154038839868000e-18,2.999999999999995448e-01
1.372201062838948604e-02,-3.360923278784624023e-18,3.142857142857138353e-01
1.434573838422536704e-02,-3.513692518729378890e-18,3.285714285714280147e-01
1.496946614006125151e-02,-3.666461758674133757e-18,3.428571428571422497e-01
1.559319389589713598e-02,-3.819230998618889394e-18,3.571428571428564847e-01
1.621692165173302044e-02,-3.972000238563645032e-18,3.714285714285707196e-01
1.684064940756890491e-02,-4.124769478508399899e-18,3.857142857142849546e-01
1.746437716340479285e-02,-4.277538718453156307e-18,3.999999999999993006e-01
1.808810491924067732e-02,-4.430307958397911174e-18,4.142857142857135355e-01
1.871183267507656178e-02,-4.583077198342666811e-18,4.285714285714277705e-01
1.933556043091244278e-02,-4.735846438287421678e-18,4.428571428571419499e-01
1.995928818674832725e-02,-4.888615678232176545e-18,4.571428571428561849e-01
2.058301594258421519e-02,-5.041384918176932953e-18,4.714285714285704754e-01
2.120674369842010312e-02,-5.194154158121688590e-18,4.857142857142847658e-01
2.183047145425598759e-02,-5.346923398066444228e-18,4.999999999999990008e-01
2.245419921009187206e-02,-5.499692638011199095e-18,5.142857142857132358e-01
2.307792696592775999e-02,-5.652461877955956273e-18,5.285714285714275817e-01
2.370165472176365140e-02,-5.805231117900712681e-18,5.428571428571419277e-01
2.432538247759953934e-02,-5.958000357845469089e-18,5.571428571428562737e-01
2.494911023343542728e-02,-6.110769597790225496e-18,5.714285714285706197e-01
2.557283798927131868e-02,-6.263538837734981904e-18,5.857142857142849657e-01
2.619656574510720662e-02,-6.416308077679738312e-18,5.999999999999993117e-01
2.682029350094309803e-02,-6.569077317624494720e-18,6.142857142857136576e-01
2.744402125677898596e-02,-6.721846557569251898e-18,6.285714285714280036e-01
2.806774901261487043e-02,-6.874615797514006765e-18,6.428571428571422386e-01
2.869147676845075837e-02,-7.027385037458763943e-18,6.571428571428565846e-01
2.931520452428664977e-02,-7.180154277403520351e-18,6.714285714285709306e-01
2.993893228012253771e-02,-7.332923517348276759e-18,6.857142857142852765e-01
3.056266003595842912e-02,-7.485692757293033166e-18,6.999999999999996225e-01
3.118638779179431705e-02,-7.638461997237789574e-18,7.142857142857139685e-01
3.181011554763020499e-02,-7.791231237182545982e-18,7.285714285714283145e-01
3.243384330346608946e-02,-7.944000477127300849e-18,7.428571428571425495e-01
3.305757105930198086e-02,-8.096769717072057257e-18,7.571428571428568954e-01
3.368129881513787227e-02,-8.249538957016815205e-18,7.714285714285712414e-01
3.430502657097375674e-02,-8.402308196961571613e-18,7.857142857142855874e-01
3.492875432680964815e-02,-8.555077436906328021e-18,8.000000000000000444e-01
3.555248208264553261e-02,-8.707846676851082888e-18,8.142857142857142794e-01
3.617620983848142402e-02,-8.860615916795839296e-18,8.285714285714286254e-01
3.679993759431730849e-02,-9.013385156740595703e-18,8.428571428571429713e-01
3.742366535015319989e-02,-9.166154396685352111e-18,8.571428571428573173e-01
3.804739310598909130e-02,-9.318923636630108519e-18,8.714285714285716633e-01
3.867112086182497577e-02,-9.471692876574864927e-18,8.857142857142858983e-01
3.929484861766086717e-02,-9.624462116519621334e-18,9.000000000000002442e-01
3.991857637349675164e-02,-9.777231356464377742e-18,9.142857142857145902e-01
4.054230412933263611e-02,-9.930000596409132609e-18,9.285714285714288252e-01
4.116603188516852058e-02,-1.008276983635388748e-17,9.428571428571429491e-01
4.178975964100440504e-02,-1.023553907629864388e-17,9.571428571428572951e-01
4.241348739684028951e-02,-1.038830831624339875e-17,9.714285714285715301e-01
4.303721515267617398e-02,-1.054107755618815362e-17,9.857142857142857650e-01
3.118638779179428843e-04,-7.638461997237783074e-20,7.142857142857133960e-03
9.355916337538287613e-04,-2.291538599171335043e-19,2.142857142857140101e-02
1.559319389589714205e-03,-3.819230998618890935e-19,3.571428571428566373e-02
2.183047145425599973e-03,-5.346923398066447309e-19,4.999999999999993339e-02
2.806774901261485742e-03,-6.874615797514003683e-19,6.428571428571419610e-02
3.430502657097370643e-03,-8.402308196961558131e-19,7.857142857142844494e-02
4.054230412933256845e-03,-9.930000596409114506e-19,9.285714285714270766e-02
4.677958168769142180e-03,-1.145769299585667088e-18,1.071428571428569843e-01
5.301685924605028383e-03,-1.298538539530422918e-18,1.214285714285712608e-01
5.925413680440914585e-03,-1.451307779475178748e-18,1.357142857142855374e-01
6.549141436276800787e-03,-1.604077019419934385e-18,1.499999999999998002e-01
7.172869192112687857e-03,-1.756846259364690215e-18,1.642857142857140906e-01
7.796596947948574059e-03,-1.909615499309446238e-18,1.785714285714283811e-01
8.420324703784461129e-03,-2.062384739254202261e-18,1.928571428571426716e-01
9.044052459620349066e-03,-2.215153979198957898e-18,2.071428571428569898e-01
9.667780215456233533e-03,-2.367923219143713535e-18,2.214285714285712525e-01
1.029150797129211974e-02,-2.520692459088469173e-18,2.357142857142855152e-01
1.091523572712800247e-02,-2.673461699033224425e-18,2.499999999999997224e-01
1.153896348296388694e-02,-2.826230938977979677e-18,2.642857142857139574e-01
1.216269123879977140e-02,-2.979000178922734929e-18,2.785714285714281924e-01
1.278641899463565587e-02,-3.131769418867490567e-18,2.928571428571424273e-01
